,Amplitude,Autocor_length,Mean,Meanvariance,PeriodLS,Period_fit,Skew,SlottedA_length,Std
0,0.269,2.0,15.9202244898,0.010015520916,0.246193297057,2.3434911925e-13,0.65976840252,0.0263790000026,0.159449341364
1,0.40725,3.0,16.8395427509,0.014038742891,0.672557254265,4.58546600141e-22,0.767109442955,0.000180000002729,0.236406011082
2,0.3685,2.0,15.5742352941,0.0123012434186,0.357038436224,3.44359902953e-11,2.22709453696,0.0370720000064,0.191582459412
3,0.4085,3.0,14.9393831776,0.0154512392307,0.576927312595,6.1254897683e-30,-0.624264779495,0.0624750000134,0.230831983436
4,0.4115,3.0,14.2537439024,0.0159554789226,0.615948543318,3.09613974744e-29,-0.550419537118,0.0556140000117,0.227425310404
5,0.358,2.0,15.925583691,0.0146984001334,0.19056440369,1.96639072339e-33,0.479740829506,0.0260819999894,0.234080601448
6,0.2895,1.0,16.0336842105,0.00911871607455,1.02867400035,0.506350640792,1.20922933066,0.0216099999961,0.146206613945
7,0.4375,2.0,15.2514509804,0.0161628250293,0.545069747827,1.63404871999e-30,-0.940932571666,0.060759999993,0.246506533639
8,0.22425,3.0,15.2375233161,0.00920563852751,0.358406506388,1.18610001139e-33,0.0745542172305,0.0560819999955,0.140271131702
9,0.29825,4.0,15.4774889868,0.00974874455873,0.496680243944,8.40433790708e-25,-0.529786072876,0.95798999937,0.150886086543
10,0.2715,3.0,16.0061361868,0.00966609856988,0.610564012741,6.22563862697e-34,-0.316088986092,0.0620619999754,0.154716890104
11,0.3845,2.0,15.1346359649,0.0121798336163,0.283711955452,5.02352058742e-15,2.53607567071,0.0451849999808,0.184337347896
12,0.41,2.0,16.6685545852,0.0149461649396,0.569574749565,7.50329951109e-27,-0.0260969138035,0.0541860000085,0.249130966134
13,0.25575,2.0,15.1990891089,0.0106710884254,0.664455924962,7.25611069206e-12,-0.655950173839,8.97071199783,0.162190823867
14,0.163,3.0,15.2643529412,0.00697164422001,0.626048680573,9.38362828468e-18,-0.264532891225,3.028182,0.106417637955
15,0.48825,3.0,15.8737963801,0.018924059972,0.490080073295,3.13724477571e-27,-0.852295158751,0.0542220000207,0.30039667468
16,0.5535,3.0,16.4570724876,0.019609887402,0.458469866321,2.66759972994e-74,-0.740420142401,0.0509280000115,0.32272133845
17,0.3235,3.0,16.0163624382,0.0119107879266,0.65359557303,1.6301100962e-84,-0.254993253912,0.0634339999815,0.190767496358
18,0.338,5.0,16.391628866,0.0113210239447,0.628273220988,3.41328783492e-30,0.839025009814,0.0012360000037,0.185570022885
19,0.75625,3.0,15.9310036496,0.0195087820941,1.99638321504,4.08038740022e-11,3.78918122911,0.000412000001234,0.310794478741
20,0.60325,4.0,15.6626579926,0.0191240343162,1.08708273508,1.30234881939e-06,3.36452693148,0.0466500000039,0.299533208933
21,0.3905,3.0,16.3581494845,0.0138214121752,0.64624018153,8.68070114812e-53,-0.694067665341,0.0526320000063,0.226092726449
22,0.212,3.0,14.9476171171,0.00963032232381,0.337495318287,2.11026817792e-80,-0.15698810811,0.0553019999934,0.143950370811
23,0.33,4.0,14.6481270208,0.0132110881799,0.671225702108,2.17589043127e-64,-0.497901734638,0.0557340000087,0.193517697741
24,0.21,3.0,14.7621232877,0.00946027468683,0.299404762722,6.67913360689e-40,-0.0883012842614,0.0490350000109,0.139653741262
25,0.233,2.0,14.7940623946,0.0094284962447,0.122944115139,1.68603793696e-103,0.628331850223,0.0239149999834,0.139485761731
26,0.178,2.0,14.8785373832,0.00711648707358,0.188333623677,9.44798520887e-31,0.348444441223,0.0294180000055,0.105882918961
27,0.272,3.0,15.4102261905,0.00976479372313,0.616130734099,1.10093603189e-22,-0.611625953467,0.0577499999927,0.150477679977
28,0.339,2.0,14.8818686131,0.0144213574025,0.317871994936,1.33864940462e-12,0.653648036199,0.0292350000091,0.214616746087
29,0.462,2.0,17.0474413146,0.0149709710036,0.192496063687,7.71499560974e-20,1.06325412686,0.0277410000053,0.255216749605
30,0.21975,3.0,15.1319215686,0.00941556055499,0.39288698231,2.06645904277e-26,0.178234666465,5.9754999971,0.142475523843
31,0.376,3.0,15.6965454545,0.0149890860114,0.550790372644,3.83913793311e-23,-0.231876145616,6.90049999666,0.235276869899
32,0.525,3.0,16.3422022472,0.0184769443702,0.51242162753,2.60557954739e-18,-0.804337279394,0.103200000012,0.301953961807
33,0.208,3.0,15.7012548077,0.00778326944228,0.627119338945,8.08194356019e-30,-0.244835341196,0.059196000002,0.12220709675
34,0.173,2.0,15.5371777778,0.00671272328429,0.18927818129,2.00290872775e-27,0.557930559814,0.0286980000019,0.104296775041
35,0.2365,3.0,15.6310230415,0.00651113967289,0.608499375193,2.99465293334e-11,1.86932923279,0.0542819999973,0.101775774253
36,0.598,9.0,15.3317615385,0.021702426989,0.49870198484,6.22826537549e-09,3.54940879149,0.0451600000088,0.332736435402
37,0.3895,1.0,16.6766333333,0.0133111163468,3.06295465895,0.645078420226,1.05905461267,0.0399599999946,0.221984606573
38,0.286,2.0,16.8708985507,0.00951892398316,0.64344884727,4.60171607909e-13,0.146002381809,0.0469199999861,0.160592800832
39,0.53725,3.0,16.5790350877,0.0170042197681,0.50457023806,4.63625309724e-24,-0.52872491918,0.0595259999827,0.281913556174
40,0.4025,3.0,15.3140495868,0.0156396341406,0.688606206311,7.18214313942e-67,-0.337178834451,0.0664090000209,0.239506132748
41,0.213,3.0,15.730246988,0.0079407197068,0.284737930054,7.97507729317e-20,0.793221242965,0.0396840000176,0.12490948225
42,0.2955,2.0,15.4213896907,0.0110266000496,0.114397553642,8.33098995968e-85,0.764424787384,0.0191679999989,0.170045496328
43,0.1945,2.0,16.0038095238,0.00744380657013,0.174227043981,1.85002169766e-37,0.456512243752,0.00922999990871,0.11912926248
44,0.25575,2.0,15.7231471698,0.0103386878182,0.1600259365,5.61832525588e-35,0.741157177286,0.0283949999866,0.162556710109
45,0.2325,1.0,16.335844523,0.00774497641566,0.140241770303,0.994072179502,-0.379213717596,0.00922100000025,0.12652073056
46,0.59175,1.0,16.0147946429,0.0207883237889,0.385906520216,0.162641571264,3.49251290177,0.00901199999498,0.332920736448
47,0.2765,3.0,16.5921003861,0.0106059351929,0.374609824574,3.11733919743e-40,0.246433297558,0.0577199999825,0.175974741408
48,0.471,2.0,16.15200369,0.0172004011186,0.165380396853,8.82564501853e-34,1.03728036591,0.0198359999922,0.277820942337
49,0.2895,3.0,16.0251942446,0.00955519138709,0.386849352377,2.2801765404e-30,1.3224926484,0.0396719999844,0.153123798022
50,0.184,2.0,15.7371388889,0.00719998102598,0.193888548969,2.46187538778e-30,0.170742070126,0.02846400001,0.113307101403
51,0.5555,3.0,16.7078660287,0.0196275338322,0.886474536772,7.9341464158e-26,-0.559413684776,0.0439399999959,0.327934205742
52,0.428,3.0,15.96285,0.0147681416903,0.54373011174,3.255135567e-23,-0.58909706788,0.0570000000007,0.235741630581
53,0.37625,3.0,16.4573809524,0.0132248268019,0.552922168544,2.09719281317e-20,-0.570432629512,0.894150000167,0.217646012709
54,0.52575,3.0,15.4005614035,0.0233366674041,0.489261103749,6.14014156203e-30,-0.576668843158,0.0436700000137,0.359397779311
55,0.4475,3.0,16.7695742574,0.0133268955818,0.386797765239,8.37789250038e-17,0.85482039615,2.95086499951,0.223486365081
56,0.38875,3.0,15.4082044444,0.0147245989694,0.587134815443,2.26547960671e-29,-0.551635934009,0.0596259999656,0.226879631284
57,0.199,3.0,16.3655260664,0.00720780496645,0.324919993099,3.13511162333e-31,0.305483718725,1.04985999991,0.11795952006
58,0.2785,3.0,15.2659803922,0.0119443505902,0.310347961348,5.11669976304e-32,0.263125030173,0.000359999998182,0.182342221907
59,0.37725,2.0,16.2707280702,0.0105866314266,0.653981147379,2.07280621256e-06,3.77670059186,0.0391799999925,0.172252201121
60,0.23,2.0,15.4963943662,0.00906133597321,0.282173769148,1.81518020484e-28,0.811509478771,0.0379879999964,0.140418035725
61,0.517,3.0,15.7368659794,0.0195372964054,0.472758944402,2.4467408215e-37,-0.837362659267,1.01004799991,0.307455815132
62,0.46925,3.0,16.9058026316,0.0162845852191,0.54124261023,1.67293852344e-35,-0.486136927139,0.0467099999878,0.275303983651
63,0.233,2.0,15.9176571429,0.0103714867959,0.215990744759,3.09594615434e-26,1.21337469125,0.061943000037,0.165089770879
64,0.32,2.0,16.3344752852,0.0123326243876,0.153523268267,2.09207695696e-27,0.873174695035,0.0209250000116,0.20144694826
65,0.418,3.0,16.3639484979,0.0131391581631,0.57972168819,2.88544683462e-25,-0.726448124843,0.0570719999814,0.215008507487
66,0.287,3.0,16.5461564885,0.00891391825293,0.397035487233,1.98233179351e-28,-0.0790731630183,0.0665700000245,0.147491086339
67,0.2405,1.0,14.6795096525,0.0115184853469,0.907129399661,3.16546693865e-08,4.99616773437,0.038040000014,0.169085716832
68,0.1635,3.0,16.0173611111,0.0064244663855,0.306687787259,4.12335558491e-31,0.0292205705527,0.904875000124,0.102902998043
69,0.315,2.0,14.5044382022,0.0130411874105,0.244394133053,2.56589264071e-12,0.781552247463,0.0288809999984,0.189155096879
70,0.52625,2.0,15.7213463203,0.0209367456917,0.455976703887,1.78038310024e-31,-0.796361272907,0.0566939999844,0.32915382984
71,0.241,2.0,15.8389847328,0.00926952572184,3.54061334251,0.00226189187497,0.634998252963,0.0180200000032,0.146819876389
72,0.195,4.0,15.5965315315,0.00747053386535,0.640579982357,1.64870104635e-23,-0.299164562604,0.0574859999906,0.116514416988
73,0.19175,3.0,15.466593985,0.00874122218552,0.324176073782,1.54965046398e-48,0.262774263899,0.0633709999602,0.135196934476
